show_id,type,title,cast,release_year,duration,listed_in,description,platform,min,season
s933,Movie,Hannah Montana The Movie,"Miley Cyrus, Emily Osment, Margo Martindale, Jason Earles, Peter Gunn, Melora Hardin",2009,105 min,"Comedy, Coming of Age, Drama",Miley adapts to life back in Tennessee after getting too caught up in the celebrity lifestyle.,disney,105,min
s934,Movie,Hatching Pete,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",2009,90 min,"Comedy, Coming of Age","The identity of Brewster High's mascot, The Chicken, is a big mystery.",disney,90,min
s935,Movie,Hawaiian Holiday,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",1937,9 min,"Animation, Comedy, Family",Mickey and gang experience Hawaii through hula dancing and the beach. See details for advisory.,disney,9,min
s936,Movie,Heavyweights,"Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig",1995,98 min,"Comedy, Family",Portly misfits join up to take back their summer camp from a fitness guru.,disney,98,min
s937,Movie,Herbie Goes Bananas,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",1980,93 min,"Action-Adventure, Comedy, Family",A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race.,disney,93,min
s938,Movie,Herbie Goes to Monte Carlo,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",1977,105 min,"Action-Adventure, Comedy, Family",Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo.,disney,105,min
s939,Movie,Herbie Rides Again,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall",1974,89 min,"Comedy, Family, Romantic Comedy",Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.,disney,89,min
s940,Movie,Hercules,"Tate Donovan, Joshua Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan",1997,98 min,"Action-Adventure, Animation, Comedy",Hercules must go from zero to hero to save the universe from Hades' wrath.,disney,98,min
s941,Movie,High School Musical,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",2006,100 min,"Coming of Age, Musical, Romance",A basketball star and a brainy girl find a place in the spotlight…and love.,disney,100,min
s942,Movie,High School Musical 2,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2007,114 min,"Coming of Age, Musical",The East High Wildcats take on summer and let their talents shine.,disney,114,min
s943,Movie,High School Musical 3: Senior Year,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2008,121 min,"Coming of Age, Family, Musical","Troy, Gabriella and the rest of the East High kids take on senior year.",disney,121,min
s944,TV Show,High School Musical: The Musical: The Series,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",2019,2 Seasons,"Comedy, Coming of Age, Drama","For the first time ever, East High Wildcats put on a production of High School Musical: The Musical!",disney,2,Seasons
s945,Movie,Hocus Pocus,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",1993,96 min,"Comedy, Family, Fantasy",Three 17th-century Salem witches are conjured up by unsuspecting children.,disney,96,min
s946,Movie,Home on the Range,"Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey, Cuba Gooding Jr.",2004,82 min,"Animation, Comedy, Family",A corral of critters join forces to save their farm from a band of outlaws.,disney,82,min
s947,Movie,"Honey, I Blew Up the Kid","Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",1992,90 min,"Comedy, Family, Science Fiction",A wacky inventor accidentally turns his baby boy into a towering toddler.,disney,90,min
s948,Movie,"Honey, I Shrunk the Kids","Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton",1989,94 min,"Action-Adventure, Comedy, Family",Inventor Wayne Szalinski accidentally shrinks his kids to 1/4-inch tall.,disney,94,min
s949,Movie,"Honey, We Shrunk Ourselves","Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",1997,76 min,"Action-Adventure, Comedy, Fantasy","This time, Wayne Szalinski's shrink machine is pointed at the parents!",disney,76,min
s950,Movie,Horse Sense,"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas",1999,92 min,"Coming of Age, Drama",Spoiled Michael spends a summer at his cousin Tommy's Montana ranch.,disney,92,min
s951,TV Show,Hostile Planet,Bear Grylls,2019,1 Season,"Animals & Nature, Docuseries, Survival",Hostile Planet reveals the animal kingdom’s epic stories of survival in extreme environments.,disney,1,Season
s952,Movie,Hounded,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",2001,92 min,"Animals & Nature, Comedy, Coming of Age","Trying to right a wrong, Jay accidentally steals the principal's show dog.",disney,92,min
s953,Movie,How Dogs Got Their Shapes,Jake Robards,2016,44 min,"Animals & Nature, Documentary, Family",Canines are one of the most diverse species on Earth – how did they get that way?,disney,44,min
s954,Movie,How to Build a Better Boy,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",2014,94 min,"Action-Adventure, Comedy, Science Fiction",Tech-savvy best friends use their smarts to engineer the perfect boyfriend.,disney,94,min
s955,Movie,How to Fish,John McLeish,1942,7 min,"Animation, Comedy, Family",Goofy shows us how to fish… or how not to! See details for advisory.,disney,7,min
s956,Movie,How to Swim,sin dato,1942,8 min,"Animation, Family, Parody",Goofy demonstrates how to swim. See details for advisory.,disney,8,min
s957,TV Show,Hulk and the Agents of S.M.A.S.H.,"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin",2012,2 Seasons,"Action-Adventure, Animation, Comedy",Hulk and friends battle against evil.,disney,2,Seasons
s958,Movie,I'll Be Home for Christmas,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby",1998,87 min,"Action-Adventure, Comedy, Coming of Age",A jokester zooms home for Christmas with a prize in mind – his dad's car!,disney,87,min
s959,Movie,Ice Age: The Great Egg-Scapade,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",2016,26 min,"Animation, Comedy, Family",Our favorite Ice Age herd embarks on a rescue mission that turns into the world’s first egg hunt.,disney,26,min
s960,Movie,Ice Princess,"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray",2005,99 min,"Coming of Age, Drama, Romance",A brainy ugly duckling realizes her dream of becoming a champion figure skater.,disney,99,min
s961,Movie,Inner Workings,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",2016,6 min,"Animation, Comedy, Family",The tug-of-war between Paul’s head and his heart.,disney,6,min
s962,Movie,Inside Out,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",2015,95 min,"Animation, Coming of Age, Family",Five Emotions must work overtime when a young girl moves to a new city.,disney,95,min
s963,Movie,Inspector Gadget,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",1999,80 min,"Action-Adventure, Comedy, Family",A security guard's dreams come true when he is transformed into the ultimate crime-fighting tool.,disney,80,min
s964,Movie,Inspector Gadget 2,"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell",2003,90 min,"Action-Adventure, Comedy, Family","While Inspector Gadget is on probation, Claw breaks out of jail, and the Mayor unveils a new gadget.",disney,90,min
s965,Movie,Into the Grand Canyon,sin dato,2019,82 min,"Action-Adventure, Animals & Nature, Documentary","Two friends set out to traverse the Grand Canyon by foot, revealing its beauty and challenges.",disney,82,min
s966,Movie,Into the Okavango,"Steve Boyes, Dr. Steve Boyes, Chris Boyes, Tumeletso Setlabosha, Gobonamang Kgetho, Adjany Costa",2018,94 min,"Action-Adventure, Animals & Nature, Documentary",Follow a team of explorers on an epic expedition to save the Okavango Delta.,disney,94,min
s967,Movie,Invincible,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli, Kevin Conway, Kirk Acevedo",2006,105 min,"Biographical, Family, Sports",The story of a 30-year-old bartender who earned a chance to play for the Philadelphia Eagles.,disney,105,min
s968,Movie,Invisible Sister,"Rowan Blanchard, Paris Berelc, Karan Brar, Rachel Crow, Alex Désert, Will Meyers",2015,79 min,"Comedy, Science Fiction",A Halloween science experiment leaves Cleo's popular sister invisible.,disney,79,min
s969,TV Show,Iron Man (Series),"Robert Hays, James Avery, Ed Gilbert, Jim Cummings, Tony Steedman, James Warwick",1994,1 Season,"Action-Adventure, Animation, Kids",Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil.,disney,1,Season
s970,TV Show,Iron Man Armored Adventures,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong",2008,2 Seasons,"Action-Adventure, Animation, Coming of Age","After a tragic accident robs Tony of his father, he uses his new invincible armor to protect others.",disney,2,Seasons
s971,Movie,Iron Will,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes",1994,109 min,"Action-Adventure, Coming of Age, Family",Will courageously joins a dogsled race that may save his family from ruin.,disney,109,min
s972,Movie,Jack,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby, Fran Drescher",1996,113 min,"Comedy, Coming of Age, Drama",A mischievous 10-year-old boy lives life in a grown-up's body.,disney,113,min
s973,Movie,Jack-Jack Attack,"Bret Parker, Bud Luckey, Eli Fucile, Jason Lee",2005,6 min,"Animation, Comedy, Family",Kari thinks she's in for a routine night babysitting.,disney,6,min
s974,Movie,James and the Giant Peach,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss",1996,81 min,"Action-Adventure, Animation, Family",A young boy escapes his cruel home life when he discovers a giant peach.,disney,81,min
s975,Movie,Jane,Jane Goodall,2017,90 min,"Animals & Nature, Biographical, Documentary",An intimate portrait of Jane Goodall’s groundbreaking chimpanzee research.,disney,90,min
s976,TV Show,Jessie,"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson, Kevin Chamberlin",2011,4 Seasons,"Comedy, Coming of Age, Family","A small-town girl becomes a nanny for a quirky, rich family.",disney,4,Seasons
s977,Movie,Jingle Pols,Dr. Pol,2013,45 min,"Animals & Nature, Documentary, Medical",Nat Geo WILD re-joins the Pols in central Michigan as they get into the Christmas spirit.,disney,45,min
s978,Movie,Johnny Kapahala: Back on Board,"Brandon Baker, Robyn Lively, Mary Keller, Yuji Okumoto, Jonathan McDaniel, Andrew Allen",2007,93 min,"Coming of Age, Drama, Sports","Johnny returns to Hawaii and has to babysit his 12-year-old ""Uncle Chris.""",disney,93,min
s979,Movie,Johnny Tsunami,"Cary-Hiroyuki Tagawa, Brandon Baker, Yuji Okumoto, Mary Keller, Lee Young, Kirsten Storms",1999,92 min,"Coming of Age, Drama, Sports",A teen surfing sensation moves from Hawaii to a tiny Vermont ski town.,disney,92,min
s980,Movie,Jonas Brothers: The Concert Experience,"Kevin Jonas, Joe Jonas, Nick Jonas, Demi Lovato, Taylor Swift, ""Big Feggans",2009,89 min,"Concert Film, Documentary, Music",An exclusive backstage pass into the world of the Jonas Brothers.,disney,89,min
s981,Movie,Journey to Shark Eden,Salvatore Vecchio,2010,47 min,"Action-Adventure, Animals & Nature, Documentary",A team of scientists explores pristine coral reefs around five remote islands near Tahiti.,disney,47,min
s982,Movie,Journey to the Center of the Earth,"Pat Boone, James Mason, Arlene Dahl, Diane Baker, Thayer David, Peter Ronson",1959,130 min,"Action-Adventure, Family, Science Fiction",A professor and his colleague engage in a race to see who will reach the center of the Earth first.,disney,130,min
s983,Movie,Jump In!,"Corbin Bleu, David Reivers, Shanica Knowles, Laivan Greene, Kylee Russell, Patrick Johnson Jr.",2007,86 min,"Coming of Age, Dance, Sports",A tough Brooklyn boxer agrees to join a Double Dutch jump rope team.,disney,86,min
s984,Movie,Jumping Ship,"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong",2001,93 min,"Action-Adventure, Coming of Age",Modern-day pirates leave two cousins stranded on an island.,disney,93,min
s985,Movie,Jungle 2 Jungle,"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington",1997,105 min,"Comedy, Family",A Wall Street mogul learns he has a son who's been raised in the jungle.,disney,105,min
s986,Movie,Jungle Cat,Winston Hibler,1960,70 min,"Animals & Nature, Documentary, Family",An intimate glimpse into the life-and-death struggles of a jaguar family.,disney,70,min
s987,Movie,Kazaam,"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe, Marshall Manesh",1996,94 min,"Action-Adventure, Comedy, Family","12-year-old Max Connor accidentally frees a 3,000-year-old genie.",disney,94,min
s988,TV Show,Kickin' It,"Leo Howard, Dylan Snyder, Mateo Arias, Olivia Holt, Alex Jones, Jason Earles",2010,4 Seasons,"Action-Adventure, Comedy, Coming of Age",The series will follow the crew of lovable misfits.,disney,4,Seasons
s989,Movie,Kim Possible,"Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",2019,88 min,"Action-Adventure, Comedy, Coming of Age",Kim Possible and Ron Stoppable take on high school.,disney,88,min
s990,Movie,Kim Possible Movie: So the Drama,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole",2005,70 min,"Action-Adventure, Animation, Coming of Age",Kim's new campus crush distracts her from Dr. Drakken's latest evil plot.,disney,70,min
s991,Movie,Kingdom of the Apes: Battle Lines,Dan Nachtrab,2017,44 min,"Animals & Nature, Documentary",Gorillas and chimpanzees stuggle for power and dominance within their clans.,disney,44,min
s992,Movie,Kingdom of the Blue Whale,Tom Selleck,2009,94 min,"Animals & Nature, Documentary, Family",Marine scientists embark on a mission to uncover the mysteries of the blue whale.,disney,94,min
s993,TV Show,Kingdom of the White Wolf,Jenny Jules,2019,1 Season,"Action-Adventure, Animals & Nature, Docuseries","In the remote, majestic landcape of the high Arctic, a photographer seeks the legendary white wolf.",disney,1,Season
s994,Movie,Kitbull,sin dato,2019,9 min,"Animation, Buddy, Comedy",An unlikely connection between a kitten and a pit bull sparks a unique friendship.,disney,9,min
s995,Movie,Knick Knack Theatrical Short,sin dato,2003,4 min,"Animation, Family, Kids",A snowman longs to break out of his snow globe.,disney,4,min
s996,Movie,Kronk's New Groove,"Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade, John Goodman, Wendie Malick",2005,78 min,"Animation, Comedy, Coming of Age",Kronk cooks up a get-rich-quick scheme to impress his Dad.,disney,78,min
s997,Movie,La Luna,"Tony Fucile, Krista Sheffler, Phil Sheridan",2012,7 min,"Animation, Coming of Age, Family",A peculiar story about a young boy coming of age.,disney,7,min
s998,TV Show,Lab Rats,"Billy Unger, Spencer Boldman, Kelli Berglund, Tyrel Williams, Hal Sparks",2011,4 Seasons,"Action-Adventure, Comedy, Coming of Age",Leo discovers a secret underground lab with three experiments.,disney,4,Seasons
s999,Movie,Lady and the Tramp,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",2019,111 min,"Action-Adventure, Comedy, Family",A house dog and a stray embark on an adventure and come to understand the value of home.,disney,111,min
s1000,Movie,Lava,"Kuana Kahele, Napua Greig",2015,9 min,"Animation, Family, Musical",A love story that takes place over millions of years.,disney,9,min
s1001,TV Show,LEGO Disney Frozen: Northern Lights (Shorts),sin dato,2016,1 Season,"Action-Adventure, Animation, Comedy",Anna and Elsa search for the missing Northern Lights.,disney,1,Season
s1002,TV Show,LEGO Star Wars: All Stars,"Jasmin Brown, Josh Peck, Zeno Robinson, Max Mittelman, Matthew Wood",2018,1 Season,"Action-Adventure, Animation, Comedy","Han, Chewie, Leia and more team up for new adventures!",disney,1,Season
